location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2001-11-28,5:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E CHELAN/EXTREME W DOUGL...,E CHELAN/EXTREME W DOUGL...,WA,2001-11-28,5:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
S GRANT & SW ADAMS (ZONE),S GRANT & SW ADAMS (ZONE),WA,2001-11-28,5:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2001-11-28,5:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2001-11-28,9:00:00 AM,PST,Blizzard,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2001-12-01,12:00:00 AM,PST,Winter Storm,0,0,0.00K,0.00K
X SE WALLA WALLA/S COLUM...,X SE WALLA WALLA/S COLUM...,WA,2001-12-04,5:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2001-12-06,12:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2001-12-12,6:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2001-12-12,6:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2001-12-15,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2001-12-15,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2002-01-19,4:00:00 AM,PST,Winter Storm,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2002-01-19,10:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2002-01-24,12:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-02-06,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2002-02-06,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2002-02-07,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2002-02-07,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NE GRANT/X NE DOUGLAS/X ...,NE GRANT/X NE DOUGLAS/X ...,WA,2002-03-07,10:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2002-03-10,10:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2002-03-15,6:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2002-03-15,6:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2002-03-19,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2002-05-06,7:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
TOUCHET,WALLA WALLA CO.,WA,2002-06-26,9:17:00 PM,PST,Wildfire,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0.00K,0.00K
PROSSER,BENTON CO.,WA,2002-07-13,2:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
OMAK,OKANOGAN CO.,WA,2002-08-16,2:00:00 AM,PST,Wildfire,0,0,200.00K,0.00K
WHITE SWAN,YAKIMA CO.,WA,2002-09-13,5:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,65.000M
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
X SE WALLA WALLA/S COLUM...,X SE WALLA WALLA/S COLUM...,WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-11-08,12:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-11-18,12:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E CHELAN/EXTREME W DOUGL...,E CHELAN/EXTREME W DOUGL...,WA,2002-12-12,2:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
DOUGLAS X EXTREME W&N PA...,DOUGLAS X EXTREME W&N PA...,WA,2002-12-12,2:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2002-12-12,2:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-12-26,5:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2002-12-26,9:45:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2002-12-27,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2002-12-27,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2002-12-27,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2002-12-27,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
DOUGLAS X EXTREME W&N PA...,DOUGLAS X EXTREME W&N PA...,WA,2002-12-31,12:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-12-31,12:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2003-01-01,12:01:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2003-01-01,12:01:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-01-01,12:01:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2003-01-01,12:01:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2003-01-22,4:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2003-01-22,5:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2003-01-26,10:00:00 AM,PST,Flood,0,0,10.00K,0.00K
NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2003-01-30,10:31:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2003-01-31,1:45:00 PM,PST,Flood,0,0,3.00K,0.00K
E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2003-01-31,10:15:00 PM,PST,Flood,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2003-02-01,12:00:00 AM,PST,Flood,0,0,0.00K,0.00K
E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2003-02-01,12:00:00 AM,PST,Flood,0,0,0.00K,0.00K
N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2003-02-01,1:30:00 PM,PST,Flood,0,0,0.00K,0.00K
BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2003-02-02,5:00:00 PM,PST,Flood,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2003-02-23,4:00:00 AM,PST,Frost/freeze,0,0,0.00K,20.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-03-04,7:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2003-03-07,12:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2003-03-07,8:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2003-03-08,10:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE,CHELAN CO.,WA,2003-06-09,4:00:00 PM,PST,Heavy Rain,0,0,0.00K,0.00K
WALLULA JCT,WALLA WALLA CO.,WA,2003-06-29,2:00:00 PM,PST,Wildfire,0,0,0.00K,0.00K
OKANOGAN,OKANOGAN CO.,WA,2003-07-16,1:52:00 PM,PST,Wildfire,0,0,1.000M,0.00K
ROSLYN,KITTITAS CO.,WA,2003-08-25,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
ROSLYN,KITTITAS CO.,WA,2003-09-01,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
CLE ELUM,KITTITAS CO.,WA,2003-09-24,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
CLE ELUM,KITTITAS CO.,WA,2003-10-01,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-10-20,8:00:00 PM,PST,Flood,0,0,1.600M,0.00K
TOPPENISH,YAKIMA CO.,WA,2003-10-28,11:40:00 AM,PST,Wildfire,0,0,0.00K,0.00K
GRANGER,YAKIMA CO.,WA,2003-10-28,11:44:00 AM,PST,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-11-16,9:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-11-23,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-11-28,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2003-12-01,2:10:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2003-12-04,2:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2003-12-04,8:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2003-12-13,3:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2003-12-13,4:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2003-12-13,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2003-12-13,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E CHELAN/EXTREME W DOUGL...,E CHELAN/EXTREME W DOUGL...,WA,2003-12-23,10:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
DOUGLAS X EXTREME W&N PA...,DOUGLAS X EXTREME W&N PA...,WA,2003-12-23,10:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2004-01-01,4:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2004-01-01,4:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2004-01-01,6:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2004-01-01,9:10:00 AM,PST,Winter Weather,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2004-01-01,6:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2004-01-01,6:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2004-01-01,6:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2004-01-06,2:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2004-01-06,5:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2004-01-06,8:53:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2004-01-06,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2004-01-06,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2004-01-06,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2004-01-06,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2004-01-08,5:00:00 PM,PST,Winter Weather,0,0,0.00K,0.00K
BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2004-01-08,8:00:00 PM,PST,Winter Weather,0,0,0.00K,0.00K
NE GRANT/X NE DOUGLAS/X ...,NE GRANT/X NE DOUGLAS/X ...,WA,2004-01-22,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2004-01-28,7:00:00 AM,PST,Winter Weather,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2004-02-01,1:45:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2004-02-25,12:53:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2004-03-04,12:30:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2004-07-01,5:00:00 PM,PST,Wildfire,0,0,1.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2004-07-30,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2004-08-01,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2004-08-02,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2004-08-02,3:30:00 PM,PST,Wildfire,0,0,0.00K,0.00K
MABTON,YAKIMA CO.,WA,2004-08-22,4:00:00 AM,PST,Heavy Rain,0,0,0.00K,450.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2004-12-07,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2004-12-07,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2004-12-07,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2004-12-07,12:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2004-12-09,8:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2004-12-14,9:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2004-12-28,10:42:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2004-12-29,12:00:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2004-12-29,12:53:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-01-01,7:41:00 PM,PST,Winter Weather,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2005-01-01,8:44:00 PM,PST,Winter Weather,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2005-01-07,9:33:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-01-07,9:47:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-01-07,4:36:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-01-08,4:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2005-01-15,1:50:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2005-01-15,4:45:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-01-17,11:00:00 AM,PST,Winter Weather,0,0,0.00K,0.00K
N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2005-01-17,11:00:00 AM,PST,Winter Weather,0,0,0.00K,0.00K
E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2005-03-16,1:00:00 PM,PST,Wildfire,0,0,0.00K,3.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-04-12,11:00:00 PM,PST,Frost/freeze,0,0,0.00K,50.000M
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-04-13,11:00:00 PM,PST,Frost/freeze,0,0,0.00K,50.000M
BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2005-06-17,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-06-25,4:00:00 PM,PST,Wildfire,0,0,46.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-07-19,11:00:00 AM,PST,Heat,1,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-07-23,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2005-08-05,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2005-08-09,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-08-19,12:00:00 AM,PST,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-11-05,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-11-05,3:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-11-24,9:00:00 PM,PST,Winter Weather,0,0,250.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-11-25,3:30:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-11-25,3:30:00 AM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-11-28,2:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-11-28,2:00:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-11-30,2:30:00 PM,PST,Heavy Snow,0,0,0.00K,0.00K
