Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1973,2.05,0.48,0.77,0.42,1.34,0.57,T,0.19,1.44,0.97,5.1,3.78,17.11,Spokane
1974,3.79,1.79,2.22,0.8,1.03,0.23,0.71,0.04,0.18,0.12,2.59,2.54,16.04,Spokane
1975,2.53,3.12,1.83,1.78,1.41,1.45,1.6,0.93,0.03,2.23,1.94,2.42,21.27,Spokane
1976,1.28,2.04,0.83,0.97,1.24,0.78,0.79,1.83,0.05,0.59,0.22,0.6,11.22,Spokane
1977,0.75,0.52,1.15,0.13,1.71,1.45,0.11,1.25,1.42,0.44,2.12,4.52,15.57,Spokane
1978,2.53,1.64,0.77,2.62,2.81,1.22,1.76,1.71,0.93,0.13,2.02,1.05,19.19,Spokane
1979,1.11,2.19,1.03,0.69,1.6,0.78,0.85,1.01,0.78,1.22,1.15,1.94,14.35,Spokane
1980,1.96,1.9,0.91,1.06,2.34,0.99,0.21,0.79,0.84,0.64,1.67,3.72,17.03,Spokane
1981,1,1.41,1.57,0.85,2.02,1.92,0.51,0.04,0.59,1.53,0.96,2.51,14.91,Spokane
1982,1.61,1.67,1.49,2.23,0.2,0.85,1.05,0.25,1.77,1.48,1.86,2.79,17.25,Spokane
1983,1.89,2.07,2.2,0.61,0.92,2.84,1.85,0.96,0.79,1.33,4.8,2.38,22.64,Spokane
1984,0.99,1.37,1.8,1.75,2.01,1.89,0.07,0.27,0.56,0.76,4.26,2.28,18.01,Spokane
1985,0.38,0.93,1.39,0.28,1.13,0.67,0.26,0.19,1.64,1.4,2.23,0.71,11.21,Spokane
1986,3.08,2.02,1.58,1.33,1.08,0.48,0.44,0.15,1.65,0.46,2.25,1.03,15.55,Spokane
1987,1.59,0.88,2.18,1.12,0.9,0.59,2.27,1.81,0.01,0.03,1.37,4.93,17.68,Spokane
1988,1.76,0.35,1.57,2.15,1.5,1.12,0.23,T,1.63,0.11,4.35,1.75,16.52,Spokane
1989,0.82,1.34,2.87,0.72,2.17,0.41,0.4,1.61,0.18,1.58,1.66,0.95,14.71,Spokane
1990,2.45,1.01,0.85,1.34,3.11,1.91,2.33,1.03,T,3.05,0.84,1.69,19.61,Spokane
1991,1.72,0.81,2.31,1.35,1.72,1.13,0.58,0.17,0.01,0.34,3.08,1.23,14.45,Spokane
1992,2.12,1.76,0.43,0.65,0.28,1.51,1.09,0.33,0.36,0.81,3.02,2.16,14.52,Spokane
1993,1.4,0.86,1.13,1.9,1.36,0.48,2.08,1.24,0.28,0.42,0.68,1.8,13.63,Spokane
1994,1.43,0.83,0.49,1.64,1.37,0.9,T,0.1,0.45,2.79,2.24,1.57,13.81,Spokane
1995,2.74,1.6,3.81,0.93,1.33,2.17,1.08,0.63,1.87,1.5,1.38,2.63,21.67,Spokane
1996,2.23,2.93,1.61,2.15,1.78,1.19,0.34,0.8,0.79,3.27,4.04,4.1,25.23,Spokane
1997,1.67,1.4,2.4,2.56,2.27,0.63,0.8,0.14,0.92,1.67,1.99,1,17.45,Spokane
1998,2.08,1.59,1.21,0.89,3.09,0.84,0.26,0.27,0.21,0.27,3.78,3.28,17.77,Spokane
1999,1.89,3.27,0.69,0.44,0.73,1.36,0.13,1.07,T,0.89,2.06,2.26,14.79,Spokane
2000,1.96,1.61,1.64,2.16,2.22,0.91,0.35,T,1.12,0.64,1.13,0.93,14.67,Spokane
2001,0.63,0.66,1.37,1.71,0.79,1.1,0.28,0.26,0.17,2.1,2.61,2.03,13.71,Spokane
2002,1.15,1.04,1.02,0.88,1.1,1.5,0.25,1.24,0.55,0.18,1.65,3.27,13.83,Spokane
2003,3.4,0.52,2.13,1.41,1.49,0.22,T,0.44,0.58,0.51,1.57,2.14,14.41,Spokane
2004,1.42,1.46,0.67,0.57,3.67,1.05,0.08,1.88,0.69,1.06,1.13,1.34,15.02,Spokane
2005,1.15,0.04,2.03,0.79,3.58,1.38,1.1,0.46,0.84,1.03,2.02,2.96,17.38,Spokane
2006,4.48,1.2,1.23,1.69,1.09,3.09,0.1,0.25,0.32,0.93,4.38,2.37,21.13,Spokane
2007,0.67,1.81,1,0.5,1.6,0.59,0.43,0.57,0.37,1.18,1.53,3.72,13.97,Spokane
2008,3.18,0.93,1.86,1.27,0.93,1,T,0.57,0.54,0.3,1.76,3.94,16.28,Spokane
2009,1.19,1.22,2.43,1.29,0.93,1.18,0.48,0.74,0.49,2.31,1.31,1.88,15.45,Spokane
2010,1.54,1.28,1.2,1.21,2.15,2.56,0.36,0.21,0.69,1.54,3.1,3.19,19.03,Spokane
2011,2.43,1.14,3.25,1.81,1.83,0.57,0.53,0.23,0.14,0.73,1.73,1.01,15.4,Spokane
2012,1.81,1.68,4.56,1.39,0.69,2.86,0.84,0.13,T,1.54,3.24,2.58,21.32,Spokane
2013,1.63,0.74,0.82,0.94,0.8,1.86,T,0.68,1.56,0.09,1.56,0.68,11.36,Spokane
2014,1.01,1.81,2.88,1.14,0.56,1.84,0.18,0.58,0.26,1.42,1.34,1.97,14.99,Spokane
2015,1.91,1.04,2.43,0.53,0.85,0.07,0.19,0.18,0.52,1.14,0.77,4.45,14.08,Spokane
2016,2.74,0.72,3.3,0.32,0.78,0.51,0.27,0.16,0.21,6.23,1.57,1.49,18.3,Spokane
2017,1.85,4.39,4.11,1.6,1.31,0.71,T,T,1.21,1.4,2.88,2.88,22.34,Spokane
2018,2.55,1.6,1.3,2.03,1.45,0.55,0.06,0.17,0.02,1.64,1.96,2.62,15.95,Spokane
2019,1.75,2.4,0.71,1.47,1.35,0.44,0.52,0.48,1.98,1.53,0.68,2.14,15.45,Spokane
2020,3.17,0.89,0.81,0.29,3.24,0.88,0.05,0.02,0.33,1.66,1.65,2.37,15.36,Spokane
2021,2.82,0.84,0.26,0.21,0.2,0.43,0.12,0.15,1.35,1.17,2.6,1.35,11.5,Spokane
2022,2.13,1.18,1.26,1.09,1.5,2.46,0.34,T,0.53,M,M,M,M,Spokane
