,Year,County,Month,Average_Temperature,Highest_Temperature,Lowest_Temperature,Precipitation_(inches),Temperature_difference,Snowfall_(inches)
337,1942,Franklin,Jan,0.65,47.0,-14.0,0.65,61.0,6.0
338,1943,Franklin,Jan,0.25,48.0,-7.0,0.25,55.0,6.0
339,1944,Franklin,Jan,0.5,52.0,8.0,0.5,44.0,1.2
340,1945,Franklin,Jan,1.16,57.0,20.0,1.16,37.0,1.0
341,1946,Franklin,Jan,1.22,49.0,17.0,1.22,32.0,1.0
342,1947,Franklin,Jan,0.2,53.0,-8.0,0.2,61.0,1.0
343,1948,Franklin,Jan,2.05,51.0,6.0,2.05,45.0,0.5
344,1949,Franklin,Jan,0.2,40.0,-16.0,0.2,56.0,0.5
345,1950,Franklin,Jan,2.11,43.0,-26.0,2.11,69.0,39.5
346,1951,Franklin,Jan,1.12,52.0,0.0,1.12,52.0,39.5
347,1952,Franklin,Jan,0.88,48.0,-10.0,0.88,58.0,10.5
348,1953,Franklin,Jan,3.42,57.0,23.0,3.42,34.0,0.5
349,1954,Franklin,Jan,1.5,52.0,-15.0,1.5,67.0,0.5
350,1955,Franklin,Jan,0.61,45.0,13.0,0.61,32.0,0.5
351,1956,Franklin,Jan,1.96,53.0,-11.0,1.96,64.0,11.0
352,1957,Franklin,Jan,0.72,40.0,-27.0,0.72,67.0,12.0
353,1958,Franklin,Jan,2.76,56.0,17.0,2.76,39.0,12.0
354,1959,Franklin,Jan,3.0,57.0,-2.0,3.0,59.0,9.8
355,1960,Franklin,Jan,0.37,52.0,-9.0,0.37,61.0,6.0
356,1961,Franklin,Jan,0.69,55.0,17.0,0.69,38.0,4.0
357,1962,Franklin,Jan,0.32,56.0,-1.0,0.32,57.0,4.0
358,1963,Franklin,Jan,0.37,51.0,-7.0,0.37,58.0,3.0
359,1964,Franklin,Jan,0.97,63.06170953071407,14.332318625907654,0.97,48.729390904806415,6.6
360,1965,Franklin,Jan,1.1,61.852941393543574,13.690471043198912,1.1,48.16247035034466,6.6
361,1966,Franklin,Jan,0.65,52.0,12.0,0.65,40.0,3.2
362,1967,Franklin,Jan,1.2,58.0,15.0,1.2,43.0,1.0
363,1968,Franklin,Jan,0.58,66.68801394222557,16.257861374033894,0.58,50.43015256819167,1.0
364,1969,Franklin,Jan,2.29,40.0,-21.0,2.29,61.0,22.2
365,1970,Franklin,Jan,2.96,47.0,15.0,2.96,32.0,5.4
366,1971,Franklin,Jan,0.81,63.0,7.0,0.81,56.0,2.5
367,1972,Franklin,Jan,0.31,54.0,-2.0,0.31,56.0,3.0
368,1973,Franklin,Jan,1.14,54.0,0.0,1.14,54.0,5.9
369,1974,Franklin,Jan,1.45,53.0,-15.0,1.45,68.0,2.9
370,1975,Franklin,Jan,1.77,58.0,5.0,1.77,53.0,2.6
371,1976,Franklin,Jan,1.08,59.0,16.0,1.08,43.0,3.8
372,1977,Franklin,Jan,0.26,53.0,-5.0,0.26,58.0,3.4
373,1978,Franklin,Jan,1.46,45.0,-19.0,1.46,64.0,3.9
374,1979,Franklin,Jan,0.81,30.0,-13.0,0.81,43.0,15.7
375,1980,Franklin,Jan,1.65,43.0,-4.0,1.65,47.0,7.6
376,1981,Franklin,Jan,0.36,56.0,26.0,0.36,30.0,7.6
377,1982,Franklin,Jan,0.95,49.0,-21.0,0.95,70.0,11.0
378,1983,Franklin,Jan,1.21,56.0,17.0,1.21,39.0,0.8
379,1984,Franklin,Jan,0.5,54.0,7.0,0.5,47.0,1.0
380,1985,Franklin,Jan,0.49,31.0,6.0,0.49,25.0,1.0
381,1986,Franklin,Jan,2.25,50.0,16.0,2.25,34.0,1.0
382,1987,Franklin,Jan,0.95,48.0,0.0,0.95,48.0,1.0
383,1988,Franklin,Jan,0.99,51.0,5.0,0.99,46.0,3.3
384,1989,Franklin,Jan,0.8,55.0,10.0,0.8,45.0,6.0
385,1990,Franklin,Jan,0.77,55.0,20.0,0.77,35.0,6.0
386,1991,Franklin,Jan,0.64,49.0,3.0,0.64,46.0,6.5
387,1992,Franklin,Jan,0.79,61.0,24.0,0.79,37.0,6.5
388,1993,Franklin,Jan,0.97,49.0,2.0,0.97,47.0,11.1
389,1994,Franklin,Jan,1.11,58.0,25.0,1.11,33.0,0.0
390,1995,Franklin,Jan,1.67,62.0,12.0,1.67,50.0,0.3
391,1996,Franklin,Jan,2.04,54.0,-17.0,2.04,71.0,16.6
392,1997,Franklin,Jan,1.78,51.0,10.0,1.78,41.0,2.0
393,1998,Franklin,Jan,1.1,53.0,8.52643856622603,1.1,44.473561433773966,4.0
394,1999,Franklin,Jan,0.64,54.0,20.0,0.64,34.0,4.0
395,2000,Franklin,Jan,1.5,51.0,17.0,1.5,34.0,3.8
396,2001,Franklin,Jan,0.79,47.0,17.0,0.79,30.0,4.8
397,2002,Franklin,Jan,0.51,56.0,20.0,0.51,36.0,4.8
398,2003,Franklin,Jan,2.83,60.0,24.0,2.83,36.0,3.2
399,2004,Franklin,Jan,1.41,55.0,-17.0,1.41,72.0,3.2
400,2005,Franklin,Jan,0.81,58.0,5.0,0.81,53.0,9.0
401,2006,Franklin,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,9.0
402,2007,Franklin,Jan,0.54,51.0,4.0,0.54,47.0,9.0
403,2008,Franklin,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,9.0
404,2009,Franklin,Jan,1.44,55.0,7.0,1.44,48.0,7.1
405,2010,Franklin,Jan,1.12,56.0,21.0,1.12,35.0,0.0
406,2011,Franklin,Jan,16.195365171152233,57.0,6.0,1.1994020704745973,51.0,0.0
407,2012,Franklin,Jan,24.919493970352825,56.55348529385684,12.0,1.208232874693901,44.55348529385684,0.0
408,2013,Franklin,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
409,2014,Franklin,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
410,2015,Franklin,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
411,2016,Franklin,Jan,1.79,55.43717205010017,10.283741565744812,1.79,45.15343048435536,0.7
412,2017,Franklin,Jan,0.98,62.96872736631635,14.282945734930067,0.98,48.685781631386284,6.8
413,2018,Franklin,Jan,1.46,58.50558347522528,11.913046968005467,1.46,46.59253650721981,0.0
414,2019,Franklin,Jan,1.44,58.691547804020736,12.011792749960655,1.44,46.67975505406008,0.0
415,2020,Franklin,Jan,1.45,59.0,11.0,1.45,48.0,3.5
416,2021,Franklin,Jan,0.54,67.05994259981648,16.45535293794427,0.54,50.60458966187221,2.3
417,2022,Franklin,Jan,0.77,64.92135281866867,15.31977644545956,0.77,49.601576373209106,2.3
418,1934,Grant,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,2.3
419,1935,Grant,Jan,29.47193941837412,52.0,12.825561307524083,0.35,39.17443869247592,2.3
420,1936,Grant,Jan,31.2,49.0,6.0,0.99,43.0,5.4
421,1937,Grant,Jan,12.2,30.0,-13.0,0.91,43.0,14.4
422,1938,Grant,Jan,36.87652858259171,47.0,17.0,1.17,30.0,3.0
423,1939,Grant,Jan,28.57953484196964,51.0,12.16930500920435,0.72,38.83069499079565,2.0
424,1940,Grant,Jan,24.37452410315359,42.0,6.288266246873448,1.04,35.71173375312655,10.7
425,1941,Grant,Jan,24.865091861610303,45.0,8.242596328948803,1.65,36.75740367105119,2.9
426,1942,Grant,Jan,27.26510883403277,49.0,10.859898436266626,1.09,38.140101563733374,2.8
427,1943,Grant,Jan,18.6,47.0,-14.0,0.41,61.0,6.8
428,1944,Grant,Jan,26.2,46.0,9.0,1.1,37.0,5.1
429,1945,Grant,Jan,31.0,54.0,15.0,1.75,39.0,2.2
430,1946,Grant,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,2.2
431,1947,Grant,Jan,25.3,49.0,-1.0,0.32,50.0,5.0
432,1948,Grant,Jan,27.1,43.0,12.0,0.89,31.0,1.8
433,1949,Grant,Jan,10.5,38.0,-9.0,0.42,47.0,9.0
434,1950,Grant,Jan,8.4,43.0,-17.0,1.6,60.0,21.6
435,1951,Grant,Jan,28.0,46.0,-2.0,1.09,48.0,6.0
436,1952,Grant,Jan,21.8,40.0,-8.0,1.52,48.0,17.9
437,1953,Grant,Jan,36.1,53.0,20.0,2.03,33.0,7.8
438,1954,Grant,Jan,24.9,51.0,-9.0,1.06,60.0,11.6
439,1955,Grant,Jan,27.3,39.0,15.0,1.12,24.0,12.0
440,1956,Grant,Jan,28.0,45.0,-2.0,2.08,47.0,14.1
441,1957,Grant,Jan,13.0,35.0,-15.0,1.13,50.0,16.4
442,1958,Grant,Jan,33.8,49.0,18.0,1.73,31.0,2.0
443,1959,Grant,Jan,29.0,50.0,-3.0,2.52,53.0,5.3
444,1960,Grant,Jan,22.3,45.0,2.0,1.11,43.0,9.0
445,1961,Grant,Jan,31.2,50.0,16.0,0.4,34.0,3.2
446,1962,Grant,Jan,24.0,45.0,-7.0,0.48,52.0,3.0
447,1963,Grant,Jan,23.4,46.0,-1.0,0.25,47.0,2.2
448,1964,Grant,Jan,30.5,43.0,15.0,1.03,28.0,6.8
449,1965,Grant,Jan,29.1,44.0,11.0,0.83,33.0,9.3
450,1966,Grant,Jan,27.9,43.0,10.0,0.71,33.0,6.0
451,1967,Grant,Jan,34.9,53.0,20.0,0.73,33.0,0.0
452,1968,Grant,Jan,30.2,48.0,6.0,1.44,42.0,7.0
453,1969,Grant,Jan,15.9,42.0,-10.0,1.58,52.0,15.5
454,1970,Grant,Jan,26.3,48.0,10.0,2.43,38.0,15.5
455,1971,Grant,Jan,28.8,57.0,5.0,1.74,52.0,15.5
456,1972,Grant,Jan,23.5,48.0,-9.0,0.49,57.0,15.5
457,1973,Grant,Jan,26.2,45.0,0.0,1.18,45.0,15.5
458,1974,Grant,Jan,26.6,49.0,-3.0,0.7,52.0,15.5
459,1975,Grant,Jan,25.9,44.0,4.0,1.05,40.0,13.8
460,1976,Grant,Jan,29.5,50.0,16.0,0.61,34.0,0.0
461,1977,Grant,Jan,21.7,42.0,4.0,0.35,38.0,3.3
462,1978,Grant,Jan,26.8,42.0,-5.0,1.35,47.0,4.5
463,1979,Grant,Jan,13.8,35.0,-10.0,0.36,45.0,12.8
464,1980,Grant,Jan,20.0,45.0,-8.0,2.04,53.0,12.8
465,1981,Grant,Jan,34.6,50.0,22.0,0.77,28.0,0.0
466,1982,Grant,Jan,25.4,45.0,-6.0,0.61,51.0,4.1
467,1983,Grant,Jan,33.8,50.0,17.0,1.24,33.0,3.5
468,1984,Grant,Jan,30.0,48.0,5.0,0.48,43.0,3.5
469,1985,Grant,Jan,22.0,37.0,-3.0,0.3,40.0,3.5
470,1986,Grant,Jan,28.2,44.0,9.0,2.19,35.0,3.5
471,1987,Grant,Jan,28.6,44.0,13.0,0.97,31.0,2.9
472,1988,Grant,Jan,38.43071694497504,74.42793636512219,27.430056058131107,0.67,46.997880306991085,4.2
473,1989,Grant,Jan,30.3,51.0,11.0,0.32,40.0,2.6
474,1990,Grant,Jan,35.4,51.0,19.0,1.12,32.0,1.5
475,1991,Grant,Jan,23.6,44.0,-1.0,0.95,45.0,4.0
476,1992,Grant,Jan,27.857381056245604,52.0,12.814900091034254,1.62,39.185099908965746,4.0
477,1993,Grant,Jan,19.4,40.0,-10.0,0.5,50.0,4.0
478,1994,Grant,Jan,34.4,46.0,21.0,0.39,25.0,0.0
479,1995,Grant,Jan,29.2,46.0,9.0,2.11,37.0,3.0
480,1996,Grant,Jan,25.1,46.0,-13.0,1.04,59.0,3.0
481,1997,Grant,Jan,26.0,46.0,2.0,1.11,44.0,4.5
482,1998,Grant,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,4.5
483,1999,Grant,Jan,33.7,52.0,15.0,0.93,37.0,4.5
484,2000,Grant,Jan,28.4,43.0,12.0,1.31,31.0,4.5
485,2001,Grant,Jan,26.8,43.0,11.0,0.53,32.0,4.5
486,2002,Grant,Jan,32.3,51.0,13.0,1.03,38.0,4.5
487,2003,Grant,Jan,32.6,53.0,18.0,2.4,35.0,4.5
488,2004,Grant,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,4.5
489,2005,Grant,Jan,26.6,50.0,-8.0,0.98,58.0,13.4
490,2006,Grant,Jan,34.9,50.0,24.0,2.22,26.0,2.5
491,2007,Grant,Jan,25.1,46.0,4.0,0.22,42.0,2.3
492,2008,Grant,Jan,22.4,43.0,0.0,1.1,43.0,2.3
493,2009,Grant,Jan,22.9,46.0,1.0,0.82,45.0,6.9
494,2010,Grant,Jan,33.5,47.0,15.0,1.06,32.0,1.0
495,2011,Grant,Jan,31.0,50.0,7.0,0.48,43.0,1.7
496,2012,Grant,Jan,26.6,45.0,3.0,0.9,42.0,9.2
497,2013,Grant,Jan,24.9,44.0,10.0,0.67,34.0,5.2
498,2014,Grant,Jan,29.7,53.0,17.0,0.49,36.0,3.9
499,2015,Grant,Jan,30.0,45.0,14.0,1.04,31.0,2.7
500,2016,Grant,Jan,29.5,43.0,2.0,1.9,41.0,7.3
501,2017,Grant,Jan,20.3,40.0,-5.0,1.17,45.0,7.6
502,2018,Grant,Jan,30.8,49.0,11.0,2.04,38.0,4.8
503,2019,Grant,Jan,30.3,45.0,18.0,0.94,27.0,1.4
504,2020,Grant,Jan,31.9,50.0,4.0,1.75,46.0,5.0
505,2021,Grant,Jan,33.4,50.0,16.0,1.56,34.0,1.7
506,2022,Grant,Jan,25.2,38.0,-3.0,0.63,41.0,6.3
507,1948,Klickitat,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,6.3
508,1949,Klickitat,Jan,22.2,47.0,-5.0,0.34,52.0,2.5
509,1950,Klickitat,Jan,20.7,50.0,-8.0,4.74,58.0,55.5
510,1951,Klickitat,Jan,35.3,54.0,7.0,3.61,47.0,5.4
511,1952,Klickitat,Jan,27.8,44.0,11.0,1.82,33.0,21.8
512,1953,Klickitat,Jan,44.0,63.0,30.0,6.43,33.0,0.3
513,1954,Klickitat,Jan,32.4,53.0,-8.0,5.1,61.0,32.2
514,1955,Klickitat,Jan,36.7,55.0,24.0,0.46,31.0,5.2
515,1956,Klickitat,Jan,33.9,52.0,4.0,5.8,48.0,13.7
516,1957,Klickitat,Jan,26.550687069201516,48.0,10.204817390158361,1.32,37.79518260984164,23.0
517,1958,Klickitat,Jan,39.2,58.0,23.0,3.47,35.0,23.0
518,1959,Klickitat,Jan,36.4,57.0,6.0,2.21,51.0,0.6
519,1960,Klickitat,Jan,24.8,48.0,8.0,1.82,40.0,13.0
520,1961,Klickitat,Jan,34.5,59.0,18.0,1.74,41.0,13.0
521,1962,Klickitat,Jan,32.9,60.0,-8.0,0.5,68.0,4.2
522,1963,Klickitat,Jan,31.2,57.0,1.0,1.44,56.0,11.4
523,1964,Klickitat,Jan,38.6,55.0,24.0,3.0,31.0,0.1
524,1965,Klickitat,Jan,36.3,62.0,19.0,2.49,43.0,15.0
525,1966,Klickitat,Jan,36.6,56.0,22.0,3.6,34.0,5.0
526,1967,Klickitat,Jan,42.7,62.0,24.0,1.69,38.0,5.0
527,1968,Klickitat,Jan,38.1,65.0,15.0,1.68,50.0,6.1
528,1969,Klickitat,Jan,23.1,45.0,1.0,2.82,44.0,17.4
529,1970,Klickitat,Jan,31.7,48.0,16.0,7.19,32.0,17.0
530,1971,Klickitat,Jan,40.1,68.0,17.0,2.74,51.0,2.0
531,1972,Klickitat,Jan,33.4,54.0,7.0,2.99,47.0,2.0
532,1973,Klickitat,Jan,32.2,51.0,6.0,1.97,45.0,3.0
533,1974,Klickitat,Jan,30.2,57.0,-1.0,2.98,58.0,6.0
534,1975,Klickitat,Jan,37.3,63.0,22.0,4.5,41.0,3.5
535,1976,Klickitat,Jan,38.5,59.0,21.0,1.89,38.0,1.1
536,1977,Klickitat,Jan,29.8,59.0,9.0,0.32,50.0,3.2
537,1978,Klickitat,Jan,35.2,50.0,11.0,3.61,39.0,1.9
538,1979,Klickitat,Jan,18.5,45.0,-6.0,2.09,51.0,19.7
539,1980,Klickitat,Jan,27.8,49.0,-2.0,5.12,51.0,28.8
540,1981,Klickitat,Jan,40.8,53.0,30.0,1.5,23.0,28.8
541,1982,Klickitat,Jan,37.2,61.0,12.0,2.28,49.0,7.2
542,1983,Klickitat,Jan,41.0,63.0,24.0,3.31,39.0,0.6
543,1984,Klickitat,Jan,35.7,58.0,12.0,0.65,46.0,0.4
544,1985,Klickitat,Jan,32.5,42.0,23.0,0.17,19.0,0.6
545,1986,Klickitat,Jan,35.1,50.0,23.0,3.18,27.0,2.9
546,1987,Klickitat,Jan,33.5,52.0,14.0,2.88,38.0,5.8
547,1988,Klickitat,Jan,34.7,53.0,21.0,2.61,32.0,11.8
548,1989,Klickitat,Jan,40.5,62.0,22.0,1.84,40.0,0.4
549,1990,Klickitat,Jan,40.9,59.0,24.0,3.1,35.0,0.0
550,1991,Klickitat,Jan,34.5,63.0,17.0,1.52,46.0,3.1
551,1992,Klickitat,Jan,40.1,60.0,26.0,1.22,34.0,3.1
552,1993,Klickitat,Jan,26.4,50.0,4.0,1.91,46.0,12.8
553,1994,Klickitat,Jan,41.5,65.0,20.0,2.21,45.0,0.0
554,1995,Klickitat,Jan,36.2,63.0,14.0,5.29,49.0,5.7
555,1996,Klickitat,Jan,36.8,60.0,-3.0,4.0,63.0,26.5
556,1997,Klickitat,Jan,36.0,57.0,16.0,3.71,41.0,2.8
557,1998,Klickitat,Jan,37.7,57.0,16.0,4.43,41.0,20.6
558,1999,Klickitat,Jan,42.7,64.0,23.0,1.86,41.0,0.0
559,2000,Klickitat,Jan,35.9,50.0,21.0,3.29,29.0,7.9
560,2001,Klickitat,Jan,36.9,58.0,23.0,0.8,35.0,7.9
561,2002,Klickitat,Jan,39.0,59.0,24.0,1.34,35.0,7.9
562,2003,Klickitat,Jan,41.6,61.0,29.0,3.78,32.0,7.9
563,2004,Klickitat,Jan,31.7,59.0,5.0,2.93,54.0,7.9
564,2005,Klickitat,Jan,36.1,57.0,15.0,0.93,42.0,7.9
565,2006,Klickitat,Jan,40.3,59.0,28.0,4.24,31.0,7.9
566,2007,Klickitat,Jan,33.6,56.0,11.0,1.4,45.0,7.9
567,2008,Klickitat,Jan,33.6,50.0,11.0,2.94,39.0,7.9
568,2009,Klickitat,Jan,37.2,67.0,12.0,3.02,55.0,7.9
569,2010,Klickitat,Jan,39.8,56.0,29.0,2.69,27.0,7.9
570,2011,Klickitat,Jan,39.5,59.0,15.0,1.32,44.0,7.9
571,2012,Klickitat,Jan,36.1,56.0,16.0,2.9,40.0,7.9
572,2013,Klickitat,Jan,34.2,56.0,18.0,0.32,38.0,7.9
573,2014,Klickitat,Jan,37.4,57.0,19.0,1.34,38.0,7.9
574,2015,Klickitat,Jan,39.4,62.0,13.0,2.16,49.0,7.9
575,2016,Klickitat,Jan,37.9,57.0,22.0,2.84,35.0,7.9
576,2017,Klickitat,Jan,25.2,41.0,4.0,1.15,37.0,7.9
577,2018,Klickitat,Jan,41.4,56.0,28.0,1.39,28.0,7.9
578,2019,Klickitat,Jan,38.2,57.0,23.0,1.73,34.0,7.9
579,2020,Klickitat,Jan,39.7,61.0,15.0,2.76,46.0,7.9
580,2021,Klickitat,Jan,40.1,58.0,24.0,1.56,34.0,7.9
581,2022,Klickitat,Jan,36.0,61.0,4.0,1.69,57.0,7.9
582,1906,Okanogan,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,7.9
583,1907,Okanogan,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,7.9
584,1908,Okanogan,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,7.9
585,1909,Okanogan,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,7.9
586,1910,Okanogan,Jan,18.8,18.8,-18.0,2.53,36.8,17.0
587,1911,Okanogan,Jan,-7.776508133725066,15.026976847826461,-25.0,2.13,40.02697684782646,17.0
588,1912,Okanogan,Jan,17.4,17.4,-21.0,3.32,38.4,24.5
589,1913,Okanogan,Jan,13.8,13.8,-12.0,1.64,25.8,17.8
590,1914,Okanogan,Jan,25.6,25.6,-8.0,4.63,33.6,43.0
591,1915,Okanogan,Jan,18.1,18.1,-14.0,1.66,32.1,24.4
592,1916,Okanogan,Jan,6.8,6.8,-27.0,2.1573921245923455,33.8,24.4
593,1917,Okanogan,Jan,16.3,16.3,-19.0,0.32,35.3,4.5
594,1918,Okanogan,Jan,27.9,27.9,4.0,0.92,23.9,4.5
595,1919,Okanogan,Jan,23.5,23.5,-2.0,3.9,25.5,4.5
596,1920,Okanogan,Jan,36.53941449734543,70.70574632551363,25.04852658160543,1.02,45.6572197439082,4.5
597,1921,Okanogan,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,4.5
598,1922,Okanogan,Jan,10.7,10.7,-16.0,0.37,26.7,13.0
599,1923,Okanogan,Jan,20.8,20.8,-14.0,3.44,34.8,28.5
600,1924,Okanogan,Jan,14.6,14.6,-31.0,1.29,45.6,16.0
601,1925,Okanogan,Jan,19.6,19.6,-11.0,2.45,30.6,38.0
602,1926,Okanogan,Jan,22.3,22.3,1.0,1.14,21.3,14.0
603,1927,Okanogan,Jan,19.4,19.4,-24.0,1.12,43.4,14.5
604,1928,Okanogan,Jan,23.9,23.9,0.0,1.8473429488246373,23.9,4.5
605,1929,Okanogan,Jan,8.9,8.9,-30.0,0.76,38.9,10.0
606,1930,Okanogan,Jan,2.1,2.1,-29.0,2.257276708467431,31.1,5.0
607,1931,Okanogan,Jan,25.2,25.2,8.0,2.35,17.2,5.0
608,1932,Okanogan,Jan,16.4,16.4,-13.0,1.91,29.4,8.0
609,1933,Okanogan,Jan,21.2,21.2,-4.0,1.72,25.2,8.0
610,1934,Okanogan,Jan,24.1,24.1,-3.0,1.95,27.1,8.0
611,1935,Okanogan,Jan,19.8,19.8,-22.0,0.99,41.8,8.0
612,1936,Okanogan,Jan,19.6,19.6,-14.0,2.34,33.6,8.0
613,1937,Okanogan,Jan,3.9,3.9,-24.0,0.95,27.9,21.2
614,1938,Okanogan,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,21.2
615,1939,Okanogan,Jan,25.7,25.7,3.0,0.67,22.7,5.6
616,1940,Okanogan,Jan,23.1,23.1,-1.0,1.32,24.1,14.6
617,1941,Okanogan,Jan,23.9,23.9,-6.0,1.36,29.9,14.7
618,1942,Okanogan,Jan,18.8,18.8,-15.0,1.55,33.8,12.3
619,1943,Okanogan,Jan,12.0,12.0,-28.0,1.38,40.0,19.0
620,1944,Okanogan,Jan,20.1,20.1,-8.0,0.44,28.1,6.6
621,1945,Okanogan,Jan,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,6.6
622,1946,Okanogan,Jan,22.4,22.4,-7.0,2.92,29.4,34.3
623,1947,Okanogan,Jan,16.8,16.8,-12.0,1.35,28.8,15.8
624,1948,Okanogan,Jan,18.0,18.0,-8.0,1.38,26.0,9.5
625,1949,Okanogan,Jan,5.4,5.4,-24.0,0.41,29.4,5.2
626,1950,Okanogan,Jan,1.0,1.0,-32.0,1.85,33.0,24.5
627,1951,Okanogan,Jan,20.2,20.2,-26.0,3.63,46.2,41.5
628,1952,Okanogan,Jan,14.7,14.7,-23.0,3.24,37.7,46.6
629,1953,Okanogan,Jan,28.0,28.0,5.0,4.87,23.0,46.9
630,1954,Okanogan,Jan,16.6,16.6,-25.0,3.57,41.6,55.8
631,1955,Okanogan,Jan,19.5,19.5,-4.0,0.76,23.5,12.1
632,1956,Okanogan,Jan,20.6,20.6,-25.0,2.79,45.6,31.8
633,1957,Okanogan,Jan,7.9,7.9,-29.0,1.4,36.9,18.7
634,1958,Okanogan,Jan,25.1,25.1,-5.0,2.4,30.1,24.9
635,1959,Okanogan,Jan,19.4,19.4,-28.0,3.94,47.4,37.9
636,1960,Okanogan,Jan,17.9,17.9,-12.0,0.96,29.9,12.0
637,1961,Okanogan,Jan,21.8,21.8,-7.0,1.55,28.8,16.3
638,1962,Okanogan,Jan,16.4,16.4,-27.0,0.39,43.4,3.6
639,1963,Okanogan,Jan,19.3,19.3,-14.0,0.29,33.3,0.3
640,1964,Okanogan,Jan,21.3,21.3,-2.0,4.11,23.3,47.1
641,1965,Okanogan,Jan,23.1,23.1,-9.0,2.92,32.1,24.8
642,1966,Okanogan,Jan,15.9,15.9,-10.0,1.46,25.9,41.0
643,1967,Okanogan,Jan,26.0,26.0,-2.0,1.98,28.0,16.5
644,1968,Okanogan,Jan,22.4,22.4,-8.0,3.83,30.4,23.0
645,1969,Okanogan,Jan,4.1,4.1,-31.0,3.03,35.1,38.5
646,1970,Okanogan,Jan,16.9,16.9,-8.0,3.03,24.9,44.1
647,1971,Okanogan,Jan,21.0,21.0,-14.0,3.33,35.0,33.5
648,1972,Okanogan,Jan,15.4,15.4,-21.0,2.54,36.4,31.3
649,1973,Okanogan,Jan,18.0,18.0,-18.0,1.28,36.0,14.7
650,1974,Okanogan,Jan,16.7,16.7,-25.0,3.82,41.7,17.0
651,1975,Okanogan,Jan,17.8,17.8,-18.0,3.12,35.8,35.7
652,1976,Okanogan,Jan,21.8,21.8,-1.0,2.08,22.8,20.1
653,1977,Okanogan,Jan,17.5,17.5,-11.0,0.09,28.5,0.8
654,1978,Okanogan,Jan,23.6,23.6,-20.0,1.39,43.6,13.4
655,1979,Okanogan,Jan,9.9,9.9,-25.0,0.65,34.9,6.1
656,1980,Okanogan,Jan,12.6,12.6,-28.0,1.96,40.6,19.6
657,1981,Okanogan,Jan,30.6,30.6,7.0,1.09,23.6,3.0
658,1982,Okanogan,Jan,19.4,19.4,-24.0,2.29,43.4,19.8
659,1983,Okanogan,Jan,27.2,27.2,0.0,4.32,27.2,29.5
660,1984,Okanogan,Jan,21.3,21.3,-17.0,0.95,38.3,6.9
661,1985,Okanogan,Jan,18.9,18.9,-11.0,0.39,29.9,3.8
662,1986,Okanogan,Jan,24.7,24.7,0.0,2.39,24.7,17.3
663,1987,Okanogan,Jan,21.6,21.6,-6.0,2.13,27.6,24.0
664,1988,Okanogan,Jan,18.4,18.4,-12.0,0.91,30.4,12.2
665,1989,Okanogan,Jan,22.6,22.6,-3.0,0.63,25.6,3.3
666,1990,Okanogan,Jan,26.1,26.1,1.0,3.41,25.1,21.5
667,1991,Okanogan,Jan,20.7,20.7,-1.0,0.9,21.7,8.0
668,1992,Okanogan,Jan,26.1,26.1,-4.0,1.45,30.1,10.0
669,1993,Okanogan,Jan,16.3,16.3,-19.0,1.22,35.3,14.5
670,1994,Okanogan,Jan,27.2,27.2,7.0,1.07,20.2,9.3
671,1995,Okanogan,Jan,22.5,22.5,-13.0,4.43,35.5,25.4
672,1996,Okanogan,Jan,19.5,19.5,-25.0,1.98,44.5,25.4
673,1997,Okanogan,Jan,20.9,20.9,-10.0,2.32,30.9,16.2
674,1998,Okanogan,Jan,23.9,23.9,-18.0,4.19,41.9,37.0
675,1999,Okanogan,Jan,27.6,27.6,0.0,1.93,27.6,15.7
676,2000,Okanogan,Jan,22.5,22.5,-5.0,1.82,27.5,21.2
677,2001,Okanogan,Jan,26.3,26.3,1.0,0.49,25.3,5.5
678,2002,Okanogan,Jan,25.4,25.4,0.0,1.24,25.4,13.2
679,2003,Okanogan,Jan,26.9,26.9,1.0,2.85,25.9,21.9
