,location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
1716,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1717,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1718,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1719,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1720,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1721,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,11:00:00 PM,PST-8,Winter Storm,0,0,0,0
1722,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1723,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1724,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1725,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1726,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1727,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1728,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1729,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1730,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1731,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1732,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1733,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1734,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1735,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1736,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1737,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1738,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1739,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-01-16,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1740,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-01-16,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1741,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-01-16,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1742,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-01-16,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1743,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-01-16,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1744,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-16,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1745,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-16,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1746,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-16,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1747,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-16,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1748,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-16,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1749,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-16,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1750,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-18,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1751,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-18,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1752,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-18,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1753,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2020-01-18,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1754,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-01-18,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1755,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-01-18,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1756,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-01-18,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1757,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-01-18,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1758,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-04,12:00:00 PM,PST-8,Winter Storm,0,0,0,0
1759,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2020-02-04,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1760,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-05,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1761,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-05,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1762,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-05,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1763,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-05,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1764,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-05,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1765,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-05,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1766,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-05,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1767,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-02-05,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1768,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-02-06,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1769,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-02-06,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1770,TOUCHET,WALLA WALLA CO.,WA,2020-02-06,7:30:00 PM,PST-8,Flood,0,0,8770000,0
1771,CLIFFDELL,YAKIMA CO.,WA,2020-02-07,4:00:00 AM,PST-8,Flood,0,0,0,0
1772,NACHES,YAKIMA CO.,WA,2020-02-07,4:00:00 AM,PST-8,Flood,0,0,0,0
1773,PARKER,YAKIMA CO.,WA,2020-02-07,8:00:00 PM,PST-8,Flood,0,0,0,0
1774,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2020-02-08,1:38:00 AM,PST-8,Heavy Snow,0,0,0,0
1775,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2020-02-15,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1776,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2020-02-16,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1777,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-03-13,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1778,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-03-13,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1779,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-03-13,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1780,CONNELL,FRANKLIN CO.,WA,2020-05-18,4:30:00 PM,PST-8,Flood,0,0,0,0
1781,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2020-07-11,11:50:00 AM,PST-8,Wildfire,0,0,20000,500000
1782,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-07-23,12:00:00 AM,PST-8,Wildfire,0,0,300000,0
1783,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2020-07-28,11:00:00 AM,PST-8,Heat,0,0,0,0
1784,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2020-07-28,11:00:00 AM,PST-8,Heat,0,0,0,0
1785,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2020-07-28,11:00:00 AM,PST-8,Heat,0,0,0,0
1786,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2020-07-28,11:00:00 AM,PST-8,Heat,0,0,0,0
1787,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-08-01,12:00:00 AM,PST-8,Wildfire,0,0,450000,0
1788,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1789,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2020-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1790,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1791,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-08-09,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1792,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1793,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-09-07,12:00:00 AM,PST-8,Wildfire,1,2,11000000,0
1794,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-09-07,12:00:00 PM,PST-8,Wildfire,0,0,1900000,0
1795,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-09-07,3:00:00 PM,PST-8,Wildfire,0,0,1000000,0
1796,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2020-09-07,5:45:00 PM,PST-8,Wildfire,0,0,0,0
1797,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-09-12,12:00:00 PM,PST-8,Dense Smoke,0,0,0,0
1798,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-09-12,12:00:00 PM,PST-8,Dense Smoke,0,0,0,0
1799,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-09-12,12:00:00 PM,PST-8,Dense Smoke,0,0,0,0
1800,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-10-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1801,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-10-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1802,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-10-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1803,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-10-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1804,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-10-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1805,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-10-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1806,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-10-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1807,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-10-23,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1808,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-11-09,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1809,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-11-12,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1810,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-11-12,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1811,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-11-12,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1812,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-11-12,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1813,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2020-11-12,8:00:00 PM,PST-8,Winter Storm,0,0,0,0
1814,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-11-12,8:00:00 PM,PST-8,Winter Weather,0,0,0,0
1815,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-11-12,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1816,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-11-12,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1817,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-11-13,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1818,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-11-13,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1819,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-11-13,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1820,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-11-13,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1821,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-11-13,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1822,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2020-11-13,3:00:00 AM,PST-8,Winter Storm,0,0,0,0
1823,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-11-13,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1824,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-16,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1825,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2020-12-16,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1826,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-12-16,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1827,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-16,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1828,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-16,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1829,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-16,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1830,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-16,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1831,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-20,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1832,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-20,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1833,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-20,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1834,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-20,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1835,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-20,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1836,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-20,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1837,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-25,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1838,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-25,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1839,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2020-12-25,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1840,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-12-29,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1841,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2020-12-29,8:52:00 PM,PST-8,Heavy Snow,0,0,0,0
1842,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-12-29,9:30:00 PM,PST-8,Heavy Snow,0,0,0,0
1843,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2020-12-30,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1844,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2020-12-30,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1845,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-03,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1846,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-03,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1847,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-03,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1848,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-04,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1849,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-04,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1850,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-11,6:30:00 AM,PST-8,Heavy Snow,0,0,0,0
1851,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2021-01-11,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1852,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-11,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1853,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2021-01-11,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1854,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-11,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1855,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-11,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1856,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-11,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1857,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2021-01-11,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1858,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-11,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1859,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-12,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1860,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2021-01-12,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1861,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1862,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1863,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1864,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1865,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1866,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1867,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1868,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1869,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1870,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2021-01-26,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1871,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2021-01-27,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1872,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-02-06,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1873,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2021-02-12,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1874,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2021-02-12,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1875,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-02-14,4:00:00 PM,PST-8,Winter Storm,0,0,0,0
1876,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2021-02-14,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1877,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2021-02-15,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1878,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-02-22,5:00:00 PM,PST-8,Winter Storm,0,0,0,0
1879,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2021-02-25,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1880,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-02-25,6:00:00 AM,PST-8,Winter Storm,0,0,10000,0
1881,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2021-02-25,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1882,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2021-03-28,12:00:00 PM,PST-8,Winter Storm,0,0,0,0
1883,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2021-06-26,12:00:00 AM,PST-8,Excessive Heat,0,0,0,0
1884,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2021-06-26,12:00:00 AM,PST-8,Excessive Heat,2,0,0,0
1885,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2021-06-26,12:00:00 AM,PST-8,Excessive Heat,0,0,0,0
1886,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2021-06-26,12:00:00 AM,PST-8,Excessive Heat,0,0,0,0
1887,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2021-06-26,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
1888,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2021-06-26,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
