,location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
1544,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0,0
1545,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0,0
1546,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0,0
1547,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0,0
1548,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0,0
1549,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2018-08-11,12:00:00 AM,PST-8,Wildfire,0,0,13000000,0
1550,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2018-08-11,10:00:00 AM,PST-8,Wildfire,0,0,864000,0
1551,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-08-11,1:00:00 PM,PST-8,Wildfire,0,0,13100000,0
1552,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2018-08-11,1:55:00 PM,PST-8,Wildfire,0,0,0,0
1553,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2018-08-16,10:51:00 AM,PST-8,Wildfire,0,0,0,0
1554,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2018-08-19,12:00:00 PM,PST-8,Dense Smoke,0,0,0,0
1555,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2018-08-19,5:00:00 PM,PST-8,Dense Smoke,0,0,0,0
1556,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2018-08-20,11:00:00 AM,PST-8,Dense Smoke,0,0,0,0
1557,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1558,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2018-09-01,1:12:00 PM,PST-8,Wildfire,0,0,0,0
1559,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2018-09-01,2:00:00 PM,PST-8,Wildfire,0,0,0,0
1560,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2018-09-07,8:10:00 PM,PST-8,Wildfire,0,0,0,0
1561,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2018-11-22,7:30:00 AM,PST-8,Winter Weather,0,0,50000,0
1562,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2018-11-22,6:00:00 PM,PST-8,Winter Weather,0,0,150000,0
1563,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-11-23,5:42:00 PM,PST-8,Winter Weather,0,0,0,0
1564,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1565,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1566,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1567,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1568,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1569,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1570,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2018-12-11,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1571,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-17,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1572,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-17,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1573,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-17,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1574,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-12-17,8:30:00 PM,PST-8,Heavy Snow,0,0,0,0
1575,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-12-22,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1576,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-03,12:00:00 AM,PST-8,Winter Weather,0,0,0,0
1577,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-03,12:00:00 AM,PST-8,Winter Weather,0,0,0,0
1578,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-01-03,6:00:00 AM,PST-8,Winter Weather,0,0,0,0
1579,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-01-04,4:00:00 AM,PST-8,Winter Weather,0,0,0,0
1580,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Winter Weather,0,0,0,0
1581,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1582,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1583,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1584,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1585,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1586,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1587,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1588,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1589,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1590,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1591,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1592,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Winter Weather,0,0,0,0
1593,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2019-01-08,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1594,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1595,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1596,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1597,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1598,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1599,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1600,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1601,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1602,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1603,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1604,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1605,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1606,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1607,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1608,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1609,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1610,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1611,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-01-22,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1612,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-02-03,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1613,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2019-02-04,2:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1614,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2019-02-04,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1615,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-04,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1616,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-02-04,2:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1617,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-02-08,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1618,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-02-08,11:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1619,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-08,11:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1620,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2019-02-09,7:00:00 AM,PST-8,Blizzard,0,0,0,0
1621,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2019-02-09,7:00:00 AM,PST-8,Blizzard,0,0,2200000,0
1622,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-02-09,10:00:00 AM,PST-8,Blizzard,0,0,0,0
1623,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1624,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1625,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1626,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-02-10,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1627,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-02-10,4:40:00 PM,PST-8,Heavy Snow,0,0,0,0
1628,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-10,11:05:00 PM,PST-8,Heavy Snow,0,0,0,0
1629,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2019-02-11,2:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1630,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-14,1:30:00 AM,PST-8,Heavy Snow,0,0,0,0
1631,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2019-02-14,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1632,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2019-02-14,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1633,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-02-19,2:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1634,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2019-02-19,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1635,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-02-22,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1636,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2019-02-23,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1637,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2019-02-23,9:30:00 PM,PST-8,Heavy Snow,0,0,0,0
1638,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-02-23,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1639,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-23,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1640,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-02-24,2:00:00 PM,PST-8,Winter Storm,0,0,0,0
1641,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1642,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1643,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1644,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1645,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-01,12:00:00 AM,PST-8,Winter Weather,0,0,0,0
1646,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-01,12:00:00 AM,PST-8,Winter Weather,0,0,0,0
1647,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1648,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1649,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1650,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1651,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1652,SOAP LAKE,GRANT CO.,WA,2019-03-19,9:00:00 PM,PST-8,Flood,0,0,500,0
1653,KOOSKOOSKIE,WALLA WALLA CO.,WA,2019-04-09,6:00:00 AM,PST-8,Flood,0,0,150000,2000
1654,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-04-10,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1655,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2019-06-03,8:00:00 PM,PST-8,Wildfire,0,0,0,0
1656,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-07-18,1:30:00 PM,PST-8,Wildfire,0,0,0,0
1657,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-08-02,7:00:00 AM,PST-8,Wildfire,0,0,0,0
1658,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-09-01,3:00:00 PM,PST-8,Wildfire,1,0,10000,0
1659,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-09-28,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1660,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-09-28,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1661,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-09-29,3:00:00 PM,PST-8,Winter Weather,0,0,0,0
1662,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-10-19,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1663,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-10-28,5:11:00 PM,PST-8,Wildfire,0,0,150000,0
1664,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-11-27,8:00:00 AM,PST-8,Winter Weather,0,0,0,0
1665,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-11-27,8:00:00 AM,PST-8,Winter Weather,0,0,0,0
1666,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-11-27,8:00:00 AM,PST-8,Winter Weather,0,0,0,0
1667,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-11-27,7:00:00 PM,PST-8,Blizzard,0,0,0,0
1668,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2019-12-01,2:00:00 PM,PST-8,Winter Weather,0,2,0,0
1669,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1670,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1671,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1672,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1673,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1674,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-12-18,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1675,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-12-18,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1676,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-12-18,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1677,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-12-18,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1678,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-12-18,4:00:00 PM,PST-8,Winter Storm,0,0,0,0
1679,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1680,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1681,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1682,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1683,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1684,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1685,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1686,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1687,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1688,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1689,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-12-18,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1690,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2019-12-18,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1691,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1692,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1693,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1694,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1695,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1696,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1697,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1698,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1699,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1700,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1701,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1702,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2020-01-10,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1703,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2020-01-10,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1704,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-10,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1705,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-10,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1706,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2020-01-10,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1707,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-01-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1708,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-01-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1709,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-01-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1710,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2020-01-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1711,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Winter Storm,0,0,100000,0
1712,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1713,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1714,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1715,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-10,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
