Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa),County
1925-05,0.66,40.1,55.7,71.2,35.7,1.66,19.53,Okanogan
1925-06,1.12,45.8,61.3,76.7,38.5,2.73,24.06,Okanogan
1925-07,0.09,52,70,88,40,4.92,37.37,Okanogan
1925-08,0.21,47.4,63.8,80.2,39.4,3.03,27.74,Okanogan
1925-09,0.49,42.7,56.9,71,36.6,2.26,19.32,Okanogan
1925-10,0.74,30.3,43.3,56.3,28,0.98,10.42,Okanogan
1925-11,1,23.3,30.9,38.5,24.9,0.32,2.87,Okanogan
1925-12,1.1,26.4,30.4,34.4,24.3,0.84,1.76,Okanogan
1926-01,1.03,18.9,24,29.1,19.7,0.43,1.21,Okanogan
1926-02,1.9,25.8,32.7,39.6,25.1,0.66,3.27,Okanogan
1926-03,0.24,28.8,41.2,53.6,23.6,1.3,9.78,Okanogan
1926-04,0.46,35.3,50,64.7,28.6,1.82,15.75,Okanogan
1926-05,1.01,37.1,51.2,65.3,33.6,1.36,15.15,Okanogan
1926-06,0.66,45.9,61.8,77.8,38.3,2.73,25.13,Okanogan
1926-07,0.2,51.8,70.2,88.6,39.2,5,38.44,Okanogan
1926-08,1.69,49.3,64.6,79.9,40.5,3.48,27.24,Okanogan
1926-09,1.96,36.8,50.1,63.4,33.3,1.41,13.77,Okanogan
1926-10,0.92,34.2,44.9,55.5,32.6,0.94,8.95,Okanogan
1926-11,2.04,28.7,35.6,42.6,27.3,0.76,4.06,Okanogan
1926-12,1.74,17,23.7,30.3,17.8,0.43,1.81,Okanogan
1927-01,1.28,12.3,19.2,26.1,15.9,0.23,1.3,Okanogan
1927-02,1.83,18.2,26.6,35,21.3,0.3,2.78,Okanogan
1927-03,0.8,23.9,33.9,43.9,22.4,0.79,5.48,Okanogan
1927-04,0.4,30,42.1,54.1,24.1,1.48,9.93,Okanogan
1927-05,1.57,36.2,48.7,61.1,32.3,1.42,12.36,Okanogan
1927-06,1.95,46.3,59.5,72.6,39.8,2.57,19.57,Okanogan
1927-07,0.33,50.2,65.9,81.6,39.3,4.23,29.24,Okanogan
1927-08,1.08,49.9,65.2,80.5,40.7,3.79,27.8,Okanogan
1927-09,2.66,42.9,53.6,64.4,38.6,1.79,12.87,Okanogan
1927-10,1.05,34.3,43.4,52.4,33.3,0.84,7.07,Okanogan
1927-11,2.23,24.7,30.8,36.8,27.8,0.21,2.06,Okanogan
1927-12,0.4,8.5,16.2,24,11.1,0.31,1.61,Okanogan
1928-01,1.05,16.9,22.6,28.3,17.3,0.47,1.45,Okanogan
1928-02,0.37,19.9,28.7,37.6,17.7,0.74,4.03,Okanogan
1928-03,0.98,26.6,36.8,47.1,25.6,0.72,6.2,Okanogan
1928-04,1.13,30.6,41.9,53.2,25.8,1.37,9.11,Okanogan
1928-05,0.5,40.7,56.2,71.7,33.1,2.4,20.65,Okanogan
1928-06,1.23,45.8,60.2,74.6,38,2.84,22.03,Okanogan
1928-07,1.18,52.7,68.3,84,41.9,4.54,31.37,Okanogan
1928-08,0.18,48,64.5,81,38,3.66,29.09,Okanogan
1928-09,0.02,43,58.9,74.9,33,3.01,23.94,Okanogan
1928-10,0.42,32,43.6,55.3,31.3,0.76,9.3,Okanogan
1928-11,0.93,24.9,32.6,40.2,25.4,0.49,3.36,Okanogan
1928-12,1.65,15,21.9,28.8,17.1,0.28,1.5,Okanogan
1929-01,0.41,2.1,10.7,19.3,7.9,0.18,1.07,Okanogan
1929-02,0.21,4.1,15.7,27.3,7.5,0.24,2.5,Okanogan
1929-03,0.6,26.7,37.1,47.5,23.8,0.96,6.75,Okanogan
1929-04,0.95,28.6,41.2,53.8,24,1.26,9.8,Okanogan
1929-05,0.68,38.2,52.3,66.4,30.4,2.21,16.78,Okanogan
1929-06,1.8,45.5,58.3,71.1,38.5,2.59,18.58,Okanogan
1929-07,0,48,65.6,83.2,37.9,3.82,31.46,Okanogan
1929-08,0.03,50.4,67.6,84.8,38.3,4.77,33.86,Okanogan
1929-09,0.39,41.2,55.7,70.3,32.9,2.6,19.5,Okanogan
1929-10,0.35,34,47,60.1,29.9,1.32,12.51,Okanogan
1929-11,0.03,19.8,29.7,39.6,19.8,0.48,4.43,Okanogan
1929-12,1.28,16.9,23.9,30.9,21.3,0.24,1.64,Okanogan
1930-01,0.42,-4.1,5.3,14.7,1.8,0.16,1,Okanogan
1930-02,1.54,21,29.5,38.1,23.7,0.21,3.11,Okanogan
1930-03,0.47,26.4,37.6,48.7,23,0.99,7.42,Okanogan
1930-04,0.48,35.8,49.2,62.7,29.6,1.79,14.14,Okanogan
1930-05,0.78,38.5,51.9,65.3,32.8,1.82,15.4,Okanogan
1930-06,2.02,43.3,56.9,70.4,36.2,2.46,18.48,Okanogan
1930-07,0.25,49.2,66.8,84.3,39.3,3.82,32.69,Okanogan
1930-08,0.34,50.3,67,83.7,40,4.08,32.2,Okanogan
1930-09,0.91,43.8,58,72.1,36.7,2.53,20.24,Okanogan
1930-10,0.58,33.3,42.7,52.1,29.7,1.2,7.76,Okanogan
1930-11,0.77,23.3,30.3,37.3,23.5,0.51,2.8,Okanogan
1930-12,0.46,20.1,25.1,30.2,17.9,0.75,1.76,Okanogan
1931-01,2.43,23.1,28.7,34.3,20.9,0.77,2.43,Okanogan
1931-02,0.61,19.9,28.2,36.6,20.1,0.46,3.19,Okanogan
1931-03,0.96,27.8,36.3,44.9,24,0.99,5.6,Okanogan
1931-04,0.07,32.2,45.5,58.8,26.5,1.51,12.18,Okanogan
1931-05,0.37,40.2,54.6,69,32.6,2.29,18.42,Okanogan
1931-06,1.71,45.7,59,72.3,39.5,2.46,19.39,Okanogan
1931-07,0.09,50.2,67.5,84.8,38.9,4.34,33.44,Okanogan
1931-08,0.07,48.4,65.7,83,37.6,3.95,31.57,Okanogan
1931-09,0.83,42.1,54.1,66.1,35.6,2.22,15.38,Okanogan
1931-10,1.25,33.1,44.6,56.1,29.3,1.2,9.85,Okanogan
1931-11,1.55,22.4,30.3,38.2,21.7,0.57,3.65,Okanogan
1931-12,3.52,16.6,22.6,28.5,17.1,0.39,1.39,Okanogan
1932-01,1.06,11.2,18.2,25.2,15.4,0.12,1.17,Okanogan
1932-02,0.38,13.3,22.1,30.9,16.4,0.13,2.08,Okanogan
1932-03,1.45,24.1,32.7,41.3,23.6,0.66,4.43,Okanogan
1932-04,1.5,35,45.3,55.5,28.7,1.7,9.86,Okanogan
1932-05,0.97,38.7,50.8,62.8,34,1.64,13.8,Okanogan
1932-06,0.38,46.2,61.5,76.7,38,2.93,25.14,Okanogan
1932-07,0.27,48.5,63.3,78.1,38.9,3.36,25.7,Okanogan
1932-08,0.19,49.2,64.4,79.6,39.6,3.7,27.09,Okanogan
1932-09,0.03,42.5,58,73.5,32.2,2.96,22.67,Okanogan
1932-10,0.58,33.6,44.7,55.8,31.5,0.99,9.52,Okanogan
1932-11,2.98,28.4,34.6,40.7,28.4,0.55,2.92,Okanogan
1932-12,1.45,12.4,19.8,27.2,13.5,0.37,1.9,Okanogan
1933-01,1.75,14.7,22.5,30.4,18,0.16,1.79,Okanogan
1933-02,0.84,8,17.6,27.3,12.5,0.1,2.06,Okanogan
1933-03,1.92,24.7,33.5,42.4,23.2,0.75,4.71,Okanogan
1933-04,0.41,30.5,43.2,55.9,24.9,1.42,10.97,Okanogan
1933-05,1.84,35.6,47.4,59.2,31.8,1.33,11.19,Okanogan
1933-06,0.81,44.4,57.9,71.4,37.7,2.45,19.14,Okanogan
1933-07,0.17,48.3,64.6,80.9,38.8,3.66,28.83,Okanogan
1933-08,0.13,50.2,66.9,83.5,40,4.02,31.68,Okanogan
1933-09,1.52,40,52.2,64.5,34.8,1.79,14.17,Okanogan
1933-10,1.51,35,45.9,56.9,31.7,1.21,10,Okanogan
1933-11,0.54,30.1,35.5,40.9,26.8,1.07,3.36,Okanogan
1933-12,3.15,21.3,27.2,33,23.7,0.33,1.71,Okanogan
1934-01,1.2,21.6,28,34.4,23.5,0.33,1.86,Okanogan
1934-02,0.36,22.9,32.2,41.6,22.7,0.61,4.66,Okanogan
1934-03,0.61,29.9,40.9,51.8,26.8,1.04,8.27,Okanogan
1934-04,0.23,37.6,52.3,66.9,30.4,2.07,17.3,Okanogan
1934-05,0.56,40.2,55.4,70.6,35.1,1.85,19.04,Okanogan
1934-06,0.87,45.4,61.3,77.2,39.3,2.28,24.3,Okanogan
1934-07,0.33,50.8,66.2,81.6,38.9,4.5,29.58,Okanogan
1934-08,0.27,52,66.2,80.3,38.4,5.01,28.26,Okanogan
1934-09,0.91,40.8,54.8,68.8,33.6,2.2,18.06,Okanogan
1934-10,2.01,36.5,45.7,54.9,34.1,1.1,8.02,Okanogan
1934-11,3.16,30.8,37,43.2,30.7,0.6,3.3,Okanogan
1934-12,1.39,18.7,24.3,30,21.1,0.28,1.29,Okanogan
1935-01,1.19,13.6,20.8,28,16.1,0.28,1.52,Okanogan
1935-02,0.93,21.5,29.9,38.3,20.4,0.64,3.76,Okanogan
1935-03,0.74,23.7,33,42.3,20.7,0.89,5.32,Okanogan
1935-04,0.27,29.3,42.1,54.9,24.2,1.26,10.33,Okanogan
1935-05,0.17,37,51.6,66.2,29.8,1.96,16.71,Okanogan
1935-06,1.44,43.5,57.3,71.2,37.2,2.21,19.1,Okanogan
1935-07,1.18,48.7,64.1,79.5,40,3.33,26.57,Okanogan
1935-08,0.35,46.9,63,79,38.1,3.15,26.91,Okanogan
1935-09,0.53,44,59.7,75.5,34.5,3.05,24.07,Okanogan
1935-10,0.85,32,43.5,55,29.7,1.02,9.58,Okanogan
1935-11,0.71,20.8,27.6,34.4,20.8,0.49,2.39,Okanogan
1935-12,1.24,21.1,25.7,30.3,19.9,0.64,1.5,Okanogan
1936-01,1.71,17.6,24.7,31.7,18.9,0.42,2.24,Okanogan
1936-02,0.93,-2.5,7.5,17.6,6.1,0.01,0.98,Okanogan
1936-03,0.27,22.7,32,41.3,21.4,0.74,4.9,Okanogan
1936-04,0.92,33.4,47.5,61.6,28.5,1.47,13.63,Okanogan
1936-05,0.79,42.8,55.7,68.6,36,2.28,17.06,Okanogan
1936-06,3.65,45.8,59,72.2,41.4,1.89,18.58,Okanogan
1936-07,0.19,48.7,65.4,82.1,40.5,3.43,29.45,Okanogan
1936-08,0.21,49.7,65.8,81.9,40,3.81,29.66,Okanogan
1936-09,0.4,40.2,55.6,71,34.9,1.84,19.85,Okanogan
1936-10,0.07,34.7,49.5,64.3,30.2,1.47,15.29,Okanogan
1936-11,0.05,20.2,28.9,37.6,19.3,0.61,3.93,Okanogan
1936-12,0.65,18,24.8,31.6,20.2,0.31,1.72,Okanogan
1937-01,0.95,-2.9,5.5,13.9,0.1,0.3,0.95,Okanogan
1937-02,2.11,10.6,19.7,28.7,15.1,0.22,2.08,Okanogan
1937-03,1.61,28.3,37,45.6,24.7,1.02,5.81,Okanogan
1937-04,2.3,31.7,42.7,53.8,28.7,1.07,8.7,Okanogan
1937-05,0.46,37.3,51.8,66.3,32,1.71,16.18,Okanogan
1937-06,4.6,46.7,58.9,71.2,40.9,2.24,17.89,Okanogan
1937-07,0.5,51.2,65.3,79.5,41.4,4.14,26.45,Okanogan
1937-08,0.34,46.7,61.5,76.4,39.2,2.93,23.56,Okanogan
1937-09,1.47,45.5,59.9,74.4,37.1,3.03,22.26,Okanogan
1937-10,0.44,37.2,48.5,59.7,34.1,1.28,11.06,Okanogan
1937-11,3.42,28.3,34.2,40.2,28.1,0.62,2.92,Okanogan
1937-12,1.72,21.2,26.7,32.2,21.8,0.48,1.66,Okanogan
1938-01,0.91,19.1,25.4,31.8,20.1,0.47,1.8,Okanogan
1938-02,3.96,18.1,24.7,31.3,19,0.5,2.3,Okanogan
1938-03,2.01,25.2,34.4,43.6,24.3,0.74,5.18,Okanogan
1938-04,0.15,31.8,45.3,58.9,27.8,1.24,11.87,Okanogan
1938-05,0.15,39.9,54.5,69.1,32.4,2.2,18.35,Okanogan
1938-06,0.43,45.7,62.4,79,39.7,2.35,25.2,Okanogan
1938-07,0.39,51.3,68.8,86.3,41.4,3.99,34.63,Okanogan
1938-08,0.47,45.4,62.8,80.2,37.9,2.74,28,Okanogan
1938-09,0.58,46.8,63,79.1,38.6,3.2,26.63,Okanogan
1938-10,1.29,35.2,47.1,59.1,34.2,0.85,10.75,Okanogan
1938-11,0.8,22.3,30.2,38.1,22.6,0.5,3.39,Okanogan
1938-12,0.87,16.5,23.6,30.8,19.8,0.19,1.49,Okanogan
1939-01,1.08,20.1,26.8,33.5,21.2,0.45,2.14,Okanogan
1939-02,1.25,12.3,21.8,31.3,16.1,0.2,2.49,Okanogan
1939-03,0.84,23.8,33.7,43.5,23.1,0.68,5.11,Okanogan
1939-04,0.71,33.6,46.6,59.6,27.1,1.69,12.7,Okanogan
1939-05,0.43,39,54.3,69.6,33.5,1.89,18.75,Okanogan
1939-06,1.5,41.6,55.6,69.6,36.8,1.72,17.59,Okanogan
1939-07,0.11,49.1,66.6,84.1,40.2,3.58,32.17,Okanogan
1939-08,0.09,49.9,68.9,87.8,37.9,4.58,37.77,Okanogan
1939-09,0.35,42.9,58.8,74.7,35.4,2.57,23.15,Okanogan
1939-10,0.77,34.7,45.3,56,31.8,1.09,9.47,Okanogan
1939-11,0.2,27.6,35.2,42.9,25.5,0.8,4.11,Okanogan
1939-12,3.25,26.6,32.2,37.9,24.9,0.79,2.74,Okanogan
1940-01,1.26,18.3,26,33.6,16.5,0.6,2.97,Okanogan
1940-02,3.01,22.4,29.9,37.3,23.2,0.49,3.01,Okanogan
1940-03,1.81,29.5,39.8,50,27,0.93,7.26,Okanogan
1940-04,1.34,34.4,46,57.6,30.5,1.27,10.69,Okanogan
1940-05,0.58,39.8,53.7,67.6,34.3,1.8,16.76,Okanogan
1940-06,0.15,45.8,61.9,78.1,37.7,2.81,26.13,Okanogan
1940-07,0.5,50.9,66.9,82.8,42.1,3.62,30.17,Okanogan
1940-08,0.07,47.5,65.3,83.1,38.4,3.29,31.56,Okanogan
1940-09,1.32,47.4,61.7,76,43.1,1.91,22.08,Okanogan
1940-10,2.28,38,47.8,57.5,37.2,0.82,8.85,Okanogan
1940-11,1.89,20.4,27.1,33.7,22.1,0.35,2.31,Okanogan
1940-12,2.45,22.2,27.4,32.6,21.1,0.62,1.77,Okanogan
1941-01,1.58,21.9,27.2,32.5,19.6,0.73,2.09,Okanogan
1941-02,1.11,23.1,31.4,39.7,21.7,0.64,4.2,Okanogan
1941-03,1.08,30.4,41.9,53.5,24.1,1.33,9.64,Okanogan
1941-04,2.58,36.1,48.9,61.7,28.8,1.75,13.77,Okanogan
1941-05,2.61,40.1,51.7,63.3,36.7,1.33,12.84,Okanogan
1941-06,3.38,45.9,57.9,70,41.9,1.72,16.72,Okanogan
1941-07,0.58,51.5,67.4,83.3,42.5,3.47,30.22,Okanogan
1941-08,3.12,49,63.3,77.6,43.7,2.18,24.26,Okanogan
1941-09,1.92,40.6,51.2,61.8,38.2,1.15,11.47,Okanogan
1941-10,0.54,34.8,44.4,54,33.2,0.87,7.78,Okanogan
1941-11,1.49,28.1,35.6,43.1,28,0.57,3.84,Okanogan
1941-12,3.07,21.2,27.4,33.6,21.7,0.46,2.16,Okanogan
1942-01,1.63,13.9,19.9,26,12.3,0.56,1.61,Okanogan
1942-02,1.06,22,28.9,35.8,18.8,0.49,3.25,Okanogan
1942-03,0.15,24.8,35.1,45.3,21.7,0.81,6.21,Okanogan
1942-04,1.08,32.9,45.9,59,28.2,1.25,12.33,Okanogan
1942-05,4.06,38.7,49.7,60.8,36.1,1.02,11.33,Okanogan
1942-06,1.27,42.5,55.5,68.6,39,1.35,16.13,Okanogan
1942-07,2.02,50.1,65.7,81.2,43.2,2.84,28.09,Okanogan
1942-08,0.5,50,66.8,83.6,41.1,3.42,31.62,Okanogan
1942-09,0,43.3,59.8,76.3,35.4,2.71,24.36,Okanogan
1942-10,0.4,34.3,47.4,60.4,31.9,1.11,12.06,Okanogan
1942-11,2.43,24.2,30.4,36.5,25.3,0.33,2.31,Okanogan
1942-12,2.07,18.1,24.1,30.2,21.8,0.02,1.04,Okanogan
1943-01,0.83,4.5,12.2,19.8,10.4,0.16,0.93,Okanogan
1943-02,1.29,20,28.5,37,20.6,0.4,3.16,Okanogan
1943-03,1,20.3,31,41.7,19.6,0.61,5.16,Okanogan
1943-04,1.12,34.3,47.1,59.9,30.1,1.35,12.39,Okanogan
1943-05,1.02,35.2,48,60.8,32.5,1.11,12.41,Okanogan
1943-06,1.34,41.3,55.3,69.3,38.8,1.06,16.84,Okanogan
1943-07,0.52,48.5,65.4,82.2,40.7,3.14,29.63,Okanogan
1943-08,0.51,46.7,62.7,78.7,39.3,2.9,25.97,Okanogan
1943-09,0,41.7,59.6,77.5,34.8,2.75,25.29,Okanogan
1943-10,2.57,35.9,46.7,57.5,34.2,1.2,10.29,Okanogan
1943-11,0.83,27.3,33.7,40.1,26.8,0.53,2.95,Okanogan
1943-12,0.34,16.5,23.7,30.8,19.3,0.21,1.86,Okanogan
1944-01,0.8,14,21.9,29.8,16.5,0.26,1.99,Okanogan
1944-02,1.4,17.1,26.1,35.1,19.1,0.37,2.95,Okanogan
1944-03,0.32,22.2,32.6,43,19.1,0.81,5.62,Okanogan
1944-04,2.02,33,45.8,58.6,28.5,1.17,11.67,Okanogan
1944-05,0.69,37.8,51.4,65,33,1.53,14.84,Okanogan
1944-06,2.64,46.1,59.5,73,39.7,2.27,19.75,Okanogan
1944-07,0.12,49.3,66.1,82.9,39.7,3.89,30.65,Okanogan
1944-08,0.15,46.7,63.3,79.9,40,2.45,26.38,Okanogan
1944-09,1.15,44.9,60.5,76,37.4,2.83,24.17,Okanogan
1944-10,0.37,36.8,49.9,63,34,1.46,12.71,Okanogan
1944-11,3.45,28,33.7,39.3,26,0.66,3.06,Okanogan
1944-12,0.63,15.6,22.1,28.6,17.7,0.28,1.52,Okanogan
1945-01,1.6,19.4,26.1,32.9,20.9,0.28,2.12,Okanogan
1945-02,2.4,22.6,30.2,37.8,21.5,0.48,3.43,Okanogan
1945-03,1.66,24.9,33.8,42.7,22.8,0.69,5.05,Okanogan
1945-04,0.41,29.3,42,54.7,25.7,0.98,9.95,Okanogan
1945-05,3.02,39.8,53.6,67.4,36,1.3,16.14,Okanogan
1945-06,1.01,44.5,58.2,71.8,37.6,2.36,19.79,Okanogan
1945-07,0.14,51.2,67.5,83.9,39.7,4.68,32.23,Okanogan
1945-08,0.26,50.1,67.1,84,40,3.93,31.65,Okanogan
1945-09,0.7,41.7,55,68.2,36.2,2.07,17.4,Okanogan
1945-10,0.81,35.3,47.6,60,33.2,1.19,11.58,Okanogan
1945-11,2.17,23.8,30.4,37,25.9,0.23,2.29,Okanogan
1945-12,2.91,19.4,25.5,31.7,18.8,0.47,2.23,Okanogan
1946-01,1.61,16.6,24.9,33.1,19.2,0.25,2.29,Okanogan
1946-02,1.72,17.6,26.7,35.9,20.2,0.2,3.06,Okanogan
1946-03,0.87,26,35.9,45.7,25.1,0.62,5.71,Okanogan
1946-04,0.18,33.4,45.6,57.9,27.5,1.59,11.48,Okanogan
1946-05,0.68,41.5,56.4,71.3,33.4,2.45,19.94,Okanogan
1946-06,2.01,43.5,56.4,69.4,38.7,1.78,17.06,Okanogan
1946-07,0.06,49.4,65.1,80.8,40.9,3.48,27.85,Okanogan
1946-08,0.33,49.2,65.2,81.1,39.5,3.73,28.64,Okanogan
1946-09,0.85,42.9,56,69.2,37.5,2.07,17.1,Okanogan
1946-10,0.98,30.7,41.2,51.7,29.8,0.74,7.63,Okanogan
1946-11,2.06,19.4,27.4,35.5,23.5,0.11,2.38,Okanogan
1946-12,0.65,16.1,23.4,30.8,21,0.1,1.41,Okanogan
1947-01,0.76,10.8,19.2,27.5,14.3,0.29,1.65,Okanogan
1947-02,0.88,18.9,29.2,39.4,20.5,0.41,3.83,Okanogan
1947-03,0.85,27.8,39,50.2,24.3,1,7.76,Okanogan
1947-04,0.57,34.2,47,59.8,28.3,1.55,12.4,Okanogan
1947-05,0.31,41.9,57.2,72.5,35,2.35,20.92,Okanogan
1947-06,3.43,45.4,57.4,69.4,40.3,2.08,16.33,Okanogan
1947-07,0.52,49.1,65,80.8,40.4,3.37,27.85,Okanogan
1947-08,0.26,47.1,62.6,78.1,39.8,2.79,25.11,Okanogan
1947-09,0.74,43.8,57.7,71.6,38.5,2.06,19.18,Okanogan
1947-10,3.23,36.7,44.9,53.2,36.5,0.58,6.63,Okanogan
1947-11,0.62,25.1,32.8,40.6,25.8,0.43,3.66,Okanogan
1947-12,0.94,21.3,27.6,34,22.1,0.41,2.16,Okanogan
1948-01,1.15,13.3,20.9,28.4,18.3,0,1.53,Okanogan
1948-02,1.32,15.4,23.6,31.9,17.4,0.17,2.46,Okanogan
1948-03,0.35,22.3,31.9,41.4,21.2,0.38,4.9,Okanogan
1948-04,2.96,30.6,41.1,51.7,29.1,0.58,7.95,Okanogan
1948-05,5.47,40.4,50.6,60.8,39,0.79,10.43,Okanogan
1948-06,4.66,49.7,62.3,74.9,47.6,1.39,18.67,Okanogan
1948-07,1.62,47.8,61.2,74.5,43.4,1.9,19.91,Okanogan
1948-08,1.45,47.4,60.2,73.1,45.6,1.18,17.58,Okanogan
1948-09,1.16,41.2,54.2,67.3,37.4,1.56,16.39,Okanogan
1948-10,0.47,31.6,42.9,54.3,31.7,0.73,8.1,Okanogan
1948-11,2.05,24.8,31.9,39,24.7,0.33,3.2,Okanogan
1948-12,1.87,7.5,15.8,24.1,14.2,0.04,1.05,Okanogan
1949-01,0.38,-5.6,6.6,18.8,2,0.16,1.4,Okanogan
1949-02,1.66,8.9,19,29,15.8,0.07,1.72,Okanogan
1949-03,0.94,26.3,34.8,43.4,25.5,0.45,4.6,Okanogan
1949-04,0.27,33.5,46.6,59.7,27.5,1.65,12.69,Okanogan
1949-05,0.33,41.9,56.3,70.7,35.9,2.18,19.88,Okanogan
1949-06,0.92,42.6,57.4,72.2,34.6,2.56,20.76,Okanogan
1949-07,0.36,48.5,64.2,79.9,38,3.82,27.91,Okanogan
1949-08,0.54,47.8,63.3,78.7,40.5,2.95,25.65,Okanogan
1949-09,0.33,42.9,57.5,72.1,37.8,2.09,20.14,Okanogan
1949-10,0.63,31.2,42.1,53.1,28.8,0.85,8.17,Okanogan
1949-11,2.19,30.7,38.5,46.2,31.6,0.35,4.24,Okanogan
1949-12,0.86,15.1,22.9,30.7,19.1,0.04,1.86,Okanogan
1950-01,1.48,-8.8,1.3,11.3,1.3,0.04,0.53,Okanogan
1950-02,1.6,18.7,25.9,33,18.3,0.34,2.38,Okanogan
1950-03,2.46,23.2,31.5,39.7,23.9,0.16,3.75,Okanogan
1950-04,1.32,29.8,40.8,51.8,25.1,1,8.67,Okanogan
1950-05,0.88,36.6,49.8,63,30.3,1.73,14.55,Okanogan
1950-06,2.12,46.3,58.8,71.2,42.7,1.43,17.27,Okanogan
1950-07,0.35,49.7,64.9,80.2,43.1,2.79,26.44,Okanogan
1950-08,0.12,49.1,65,80.8,42.7,2.68,27.3,Okanogan
1950-09,0.12,43.2,58.7,74.1,35.4,2.82,23.18,Okanogan
1950-10,3.29,33.8,42.2,50.5,36.5,0.16,4.64,Okanogan
1950-11,2.74,24.2,31,37.7,27.2,0,2.28,Okanogan
1950-12,1.5,25,29.6,34.2,27.3,0.02,1.1,Okanogan
1951-01,2.14,12.2,20.4,28.5,16.8,0.01,1.62,Okanogan
1951-02,0.99,16.1,25.4,34.6,19,0.16,2.85,Okanogan
1951-03,1.7,18.1,28,38,19.8,0.22,4.01,Okanogan
1951-04,0.35,30,44.5,59.1,23.8,1.56,12.85,Okanogan
1951-05,0.86,39.7,53.1,66.5,34.6,1.66,15.84,Okanogan
1951-06,1.42,44.1,57.9,71.6,38.4,1.99,19.09,Okanogan
1951-07,0.65,49.7,65.7,81.8,41.2,3.54,28.96,Okanogan
1951-08,3.16,47.7,62.9,78,39.3,3.43,25.71,Okanogan
1951-09,0.4,42.9,56.4,69.9,36.6,2.34,18.11,Okanogan
1951-10,2.59,34.5,42.8,51.1,36,0.33,5.56,Okanogan
1951-11,2.41,23.7,31,38.3,25.2,0.17,2.83,Okanogan
1951-12,1.88,8.9,16.6,24.3,16.1,0.01,0.86,Okanogan
1952-01,2.9,9,16.5,24,13.7,0.11,0.98,Okanogan
1952-02,0.86,18.3,26.8,35.3,19.4,0.27,2.94,Okanogan
1952-03,0.55,22.7,32.5,42.2,22.7,0.33,4.88,Okanogan
1952-04,0.55,33.2,46.2,59.2,28.1,1.53,12.15,Okanogan
1952-05,0.58,38.9,52.9,66.8,36.3,1.04,15.76,Okanogan
1952-06,2.22,43.5,57.7,71.9,40.5,1.2,18.62,Okanogan
1952-07,0.12,49,65.2,81.5,40.4,3.48,28.95,Okanogan
1952-08,0.03,48.7,64.2,79.7,42.9,2.54,25.79,Okanogan
1952-09,0.51,44.8,60.1,75.4,38.2,2.67,22.77,Okanogan
1952-10,0.01,35.9,50.2,64.5,33.3,1.45,14.14,Okanogan
1952-11,0.58,23.3,31.1,38.8,21.8,0.54,3.82,Okanogan
1952-12,2.54,22.7,27.6,32.6,22.5,0.25,1.76,Okanogan
1953-01,2.49,23.3,30.1,36.9,27.2,0,1.82,Okanogan
1953-02,0.75,21.9,30.8,39.8,22.9,0.28,3.79,Okanogan
1953-03,1.12,26.2,36.3,46.4,24.4,0.55,6.36,Okanogan
1953-04,1.6,32.5,43,53.5,27.3,1.12,9.21,Okanogan
1953-05,1.83,38.3,51,63.7,34.2,1.43,13.96,Okanogan
1953-06,1.77,42.9,54.8,66.8,40.1,1.22,14.03,Okanogan
1953-07,0.04,48.7,64.7,80.8,39.5,3.76,27.85,Okanogan
1953-08,1.38,49.4,63.6,77.7,44.2,2.3,23.48,Okanogan
1953-09,0.1,43.2,57.3,71.5,37.2,2.4,19.78,Okanogan
1953-10,0.49,35.3,47,58.6,34.5,0.87,9.63,Okanogan
1953-11,1.24,30.2,36.6,43.1,29.9,0.56,3.46,Okanogan
1953-12,0.79,23.6,29.8,36.1,24,0.3,2.41,Okanogan
1954-01,1.95,10.1,17.8,25.5,16.9,0,1,Okanogan
1954-02,0.95,22.8,30.5,38.1,22.6,0.39,3.51,Okanogan
1954-03,0.88,22.2,32.2,42.2,18.4,0.78,5.45,Okanogan
1954-04,0.2,28.1,40.5,52.9,25.1,0.82,9.17,Okanogan
1954-05,1.11,39.7,53.2,66.7,32.4,2.15,16.76,Okanogan
1954-06,1.6,39.9,54.1,68.3,37.7,0.98,16.44,Okanogan
1954-07,0.77,47.8,63.3,78.7,41.5,2.52,25.08,Okanogan
1954-08,1.23,47.3,60.9,74.5,42.6,2,20.68,Okanogan
1954-09,1.56,42.9,55.1,67.3,40.8,1.19,14.45,Okanogan
1954-10,0.19,31.1,42.6,54,30.6,0.69,8.25,Okanogan
1954-11,2.1,32.8,39.1,45.3,32.2,0.54,3.69,Okanogan
1954-12,0.96,19.6,25.7,31.8,19.4,0.37,2.03,Okanogan
1955-01,0.92,16.2,22.9,29.6,19.1,0.12,1.58,Okanogan
1955-02,0.71,14.3,23.4,32.5,16.8,0.23,2.61,Okanogan
1955-03,0.83,15.6,26.2,36.9,17.5,0.21,3.85,Okanogan
1955-04,1.59,28,39.1,50.1,24.6,0.72,8.07,Okanogan
1955-05,0.42,36.4,48.3,60.2,31.6,1.36,12.06,Okanogan
1955-06,0.86,44.6,59.4,74.3,38.4,2.24,21.99,Okanogan
1955-07,2.3,50.1,63.1,76.2,44.7,2.4,21.82,Okanogan
1955-08,0,47,63.8,80.6,38.7,3.31,27.85,Okanogan
1955-09,0.62,42.3,56.2,70.1,36.9,2.32,19.44,Okanogan
